CodigoIBGE;NOME_MUNICIPIO;LONGITUDE;LATITUDE
3511904;CLEMENTINA;-50,450349;-21,56031
4105706;CLEVELÂNDIA;-52,352986;-26,405205
2908002;COARACI;-39,552304;-14,636814
1301209;COARI;-63,142184;-4,084219
2202703;COCAL;-41,556845;-3,470453
2202711;COCAL DE TELHA;-41,979048;-4,553816
4204251;COCAL DO SUL;-49,327129;-28,603023
2202729;COCAL DOS ALVES;-41,455419;-3,606073
5103106;COCALINHO;-51,011244;-14,390366
5205513;COCALZINHO DE GOIÁS;-48,768967;-15,781737
2908101;COCOS;-44,545669;-14,171078
1301308;CODAJÁS;-62,06343;-3,843046
2103307;CODÓ;-43,88608;-4,451338
2103406;COELHO NETO;-43,014014;-4,254738
3116704;COIMBRA;-42,805939;-20,85866
2702009;COITÉ DO NÓIA;-36,579684;-9,638487
2202737;COIVARAS;-42,207316;-5,091308
1502608;COLARES;-48,288728;-0,932091
3201506;COLATINA;-40,630318;-19,53627
5103205;COLÍDER;-55,464231;-10,80409
3512001;COLINA;-48,539738;-20,718734
2103505;COLINAS;-44,24978;-6,027366
4305587;COLINAS;-51,868576;-29,392537
5205521;COLINAS DO SUL;-48,076843;-14,150185
1705508;COLINAS DO TOCANTINS;-48,481595;-8,054625
1716703;COLMÉIA;-48,757067;-8,729372
5103254;COLNIZA;-59,218949;-9,457904
3512100;COLÔMBIA;-48,687484;-20,171559
4105805;COLOMBO;-49,227438;-25,29434
2202752;COLÔNIA DO GURGUÉIA;-43,796017;-8,187574
2202778;COLÔNIA DO PIAUÍ;-42,177119;-7,223658
2702108;COLÔNIA LEOPOLDINA;-35,719781;-8,912688
4105904;COLORADO;-51,974416;-22,837898
4305603;COLORADO;-52,993176;-28,522948
1100064;COLORADO DO OESTE;-60,555067;-13,130564
3116803;COLUNA;-42,843655;-18,220405
1705557;COMBINADO;-46,552072;-12,818608
3116902;COMENDADOR GOMES;-49,08143;-19,700215
3300951;COMENDADOR LEVY GASPARIAN;-43,217224;-22,033359
3117009;COMERCINHO;-41,791132;-16,296595
5103304;COMODORO;-59,790431;-13,66056
2504405;CONCEIÇÃO;-38,509158;-7,560225
3117108;CONCEIÇÃO DA APARECIDA;-46,203127;-21,09662
3201605;CONCEIÇÃO DA BARRA;-39,727474;-18,598462
3115201;CONCEIÇÃO DA BARRA DE MINAS;-44,477808;-21,131769
2908200;CONCEIÇÃO DA FEIRA;-38,999781;-12,503992
3117306;CONCEIÇÃO DAS ALAGOAS;-48,381874;-19,923114
3117207;CONCEIÇÃO DAS PEDRAS;-45,453679;-22,161176
3117405;CONCEIÇÃO DE IPANEMA;-41,692449;-19,93078
3301405;CONCEIÇÃO DE MACABU;-41,867759;-22,087872
2908309;CONCEIÇÃO DO ALMEIDA;-39,170946;-12,77802
1502707;CONCEIÇÃO DO ARAGUAIA;-49,264501;-8,264864
2202802;CONCEIÇÃO DO CANINDÉ;-41,596634;-7,882704
3201704;CONCEIÇÃO DO CASTELO;-41,245348;-20,365581
2908408;CONCEIÇÃO DO COITÉ;-39,281684;-11,561826
2908507;CONCEIÇÃO DO JACUÍPE;-38,763674;-12,322946
2103554;CONCEIÇÃO DO LAGO-AÇU;-44,903016;-3,841118
3117504;CONCEIÇÃO DO MATO DENTRO;-43,423436;-19,04519
3117603;CONCEIÇÃO DO PARÁ;-44,895876;-19,749056
3117702;CONCEIÇÃO DO RIO VERDE;-45,083769;-21,877666
1705607;CONCEIÇÃO DO TOCANTINS;-47,292869;-12,217278
3117801;CONCEIÇÃO DOS OUROS;-45,796327;-22,417475
3512209;CONCHAL;-47,174376;-22,330076
3512308;CONCHAS;-48,009892;-23,012958
4204301;CONCÓRDIA;-52,023971;-27,233659
1502756;CONCÓRDIA DO PARÁ;-47,949887;-1,984521
2504504;CONDADO;-37,603971;-6,912307
2604601;CONDADO;-35,104118;-7,589382
2504603;CONDE;-34,907151;-7,263572
2908606;CONDE;-37,606978;-11,813432
2908705;CONDEÚBA;-41,97081;-14,89041
4305702;CONDOR;-53,488943;-28,205296
3117836;CÔNEGO MARINHO;-44,415155;-15,29627
3117876;CONFINS;-43,995596;-19,629948
5103353;CONFRESA;-51,571034;-10,640731
2504702;CONGO;-36,661533;-7,792571
3117900;CONGONHAL;-46,053662;-22,152561
3118007;CONGONHAS;-43,856893;-20,504643
3118106;CONGONHAS DO NORTE;-43,687632;-18,816452
4106001;CONGONHINHAS;-50,554428;-23,546902
3118205;CONQUISTA;-47,543283;-19,936931
5103361;CONQUISTA D'OESTE;-59,545074;-14,536273
3118304;CONSELHEIRO LAFAIETE;-43,788445;-20,660852
4106100;CONSELHEIRO MAIRINCK;-50,171773;-23,621562
3118403;CONSELHEIRO PENA;-41,471974;-19,175623
3118502;CONSOLAÇÃO;-45,922251;-22,550465
4305801;CONSTANTINA;-52,987739;-27,730411
3118601;CONTAGEM;-44,066345;-19,943446
4106209;CONTENDA;-49,531612;-25,680766
2908804;CONTENDAS DO SINCORÁ;-41,046318;-13,755497
3118700;COQUEIRAL;-45,440806;-21,186575
4305835;COQUEIRO BAIXO;-52,094603;-29,179257
2702207;COQUEIRO SECO;-35,795363;-9,637554
4305850;COQUEIROS DO SUL;-52,778801;-28,117428
3118809;CORAÇÃO DE JESUS;-44,358495;-16,689323
2908903;CORAÇÃO DE MARIA;-38,750517;-12,247921
4106308;CORBÉLIA;-53,296528;-24,79965
3301504;CORDEIRO;-42,363031;-22,027777
3512407;CORDEIRÓPOLIS;-47,458283;-22,481707
2909000;CORDEIROS;-41,935734;-15,037234
4204350;CORDILHEIRA ALTA;-52,603251;-26,985081
3118908;CORDISBURGO;-44,322067;-19,128533
3119005;CORDISLÂNDIA;-45,70053;-21,791208
2304004;COREAÚ;-40,656951;-3,549488
2504801;COREMAS;-37,945537;-7,016918
5003108;CORGUINHO;-54,830006;-19,831218
2909109;CORIBE;-44,453036;-13,827842
3119104;CORINTO;-44,456226;-18,363516
4106407;CORNÉLIO PROCÓPIO;-50,651484;-23,183258
3119203;COROACI;-42,283028;-18,618084
3512506;COROADOS;-50,287296;-21,354053
2103604;COROATÁ;-44,125599;-4,128976
3119302;COROMANDEL;-47,201548;-18,473851
4305871;CORONEL BARROS;-54,073662;-28,384541
4305900;CORONEL BICACO;-53,709128;-27,717873
4106456;CORONEL DOMINGOS SOARES;-52,034539;-26,226548
2402808;CORONEL EZEQUIEL;-36,214771;-6,383402
3119401;CORONEL FABRICIANO;-42,624347;-19,525053
4204400;CORONEL FREITAS;-52,709151;-26,903251
2402907;CORONEL JOÃO PESSOA;-38,440258;-6,260112
2909208;CORONEL JOÃO SÁ;-37,932964;-10,279395
2202851;CORONEL JOSÉ DIAS;-42,470357;-8,816369
3512605;CORONEL MACEDO;-49,318912;-23,632235
4204459;CORONEL MARTINS;-52,669699;-26,511638
3119500;CORONEL MURTA;-42,184804;-16,610268
3119609;CORONEL PACHECO;-43,268858;-21,576415
4305934;CORONEL PILAR;-51,684935;-29,27271
5003157;CORONEL SAPUCAIA;-55,541328;-23,276445
4106506;CORONEL VIVIDA;-52,567087;-25,978153
3119708;CORONEL XAVIER CHAVES;-44,228624;-21,024595
3119807;CÓRREGO DANTA;-45,898471;-19,82641
3119906;CÓRREGO DO BOM JESUS;-46,017909;-22,629922
5205703;CÓRREGO DO OURO;-50,555819;-16,295358
3119955;CÓRREGO FUNDO;-45,553395;-20,455525
3120003;CÓRREGO NOVO;-42,400138;-19,834785
4204558;CORREIA PINTO;-50,363761;-27,584808
2202901;CORRENTE;-45,163313;-10,440936
2604700;CORRENTES;-36,329702;-9,128666
2909307;CORRENTINA;-44,641087;-13,341772
2604809;CORTÊS;-35,541587;-8,475151
5003207;CORUMBÁ;-57,648985;-19,006375
5205802;CORUMBÁ DE GOIÁS;-48,810345;-15,927905
5205901;CORUMBAÍBA;-48,556102;-18,136906
3512704;CORUMBATAÍ;-47,62661;-22,218997
4106555;CORUMBATAÍ DO SUL;-52,124185;-24,097412
1100072;CORUMBIARA;-60,948701;-12,99752
4204509;CORUPÁ;-49,226737;-26,431966
2702306;CORURIPE;-36,176078;-10,126547
3512803;COSMÓPOLIS;-47,196771;-22,645785
3512902;COSMORAMA;-49,77886;-20,477035
1100080;COSTA MARQUES;-64,231654;-12,436014
5003256;COSTA RICA;-53,133047;-18,543548
2909406;COTEGIPE;-44,252476;-12,028597
3513009;COTIA;-46,931846;-23,603514
4305959;COTIPORÃ;-51,696434;-28,998576
5103379;COTRIGUAÇU;-58,606895;-9,886254
3120102;COUTO DE MAGALHÃES DE MINAS;-43,475349;-18,072059
1706001;COUTO MAGALHÃES;-49,176572;-8,355118
4305975;COXILHA;-52,300278;-28,121342
5003306;COXIM;-54,758056;-18,508411
2504850;COXIXOLA;-36,60483;-7,628797
2702355;CRAÍBAS;-36,772391;-9,619934
2304103;CRATEÚS;-40,6684;-5,176951
2304202;CRATO;-39,40839;-7,231753
3513108;CRAVINHOS;-47,730042;-21,340431
2909505;CRAVOLÂNDIA;-39,812712;-13,362623
4204608;CRICIÚMA;-49,36594;-28,673572
3120151;CRISÓLITA;-40,914895;-17,237534
2909604;CRISÓPOLIS;-38,151716;-11,51779
4306007;CRISSIUMAL;-54,100035;-27,498012
3120201;CRISTAIS;-45,518504;-20,875233
3513207;CRISTAIS PAULISTA;-47,423806;-20,402492
4306056;CRISTAL;-52,04941;-30,999345
4306072;CRISTAL DO SUL;-53,249184;-27,45363
1706100;CRISTALÂNDIA;-49,1863;-10,590725
2203008;CRISTALÂNDIA DO PIAUÍ;-45,186031;-10,647804
3120300;CRISTÁLIA;-42,859551;-16,712634
5206206;CRISTALINA;-47,606818;-16,769434
3120409;CRISTIANO OTONI;-43,797836;-20,840852
5206305;CRISTIANÓPOLIS;-48,712298;-17,195589
3120508;CRISTINA;-45,262809;-22,208321
2801702;CRISTINÁPOLIS;-37,75466;-11,473558
2203107;CRISTINO CASTRO;-44,224415;-8,820186
2909703;CRISTÓPOLIS;-44,411842;-12,231451
5206404;CRIXÁS;-49,967204;-14,53759
1706258;CRIXÁS DO TOCANTINS;-48,915514;-11,104274
2304236;CROATÁ;-40,909045;-4,414057
5206503;CROMÍNIA;-49,380505;-17,281855
3120607;CRUCILÂNDIA;-44,337837;-20,393292
2304251;CRUZ;-40,171279;-2,916708
4306106;CRUZ ALTA;-53,605241;-28,642447
2909802;CRUZ DAS ALMAS;-39,100736;-12,663786
2504900;CRUZ DO ESPÍRITO SANTO;-35,091489;-7,141337
4106803;CRUZ MACHADO;-51,34771;-26,017269
3513306;CRUZÁLIA;-50,793666;-22,745499
4306130;CRUZALTENSE;-52,648143;-27,664888
3513405;CRUZEIRO;-44,961732;-22,57775
3120706;CRUZEIRO DA FORTALEZA;-46,673393;-18,938647
4106571;CRUZEIRO DO IGUAÇU;-53,126823;-25,616569
4106605;CRUZEIRO DO OESTE;-53,081822;-23,776905
1200203;CRUZEIRO DO SUL;-72,672531;-7,63069
4106704;CRUZEIRO DO SUL;-52,163978;-22,965175
4306205;CRUZEIRO DO SUL;-51,991576;-29,508291
2403004;CRUZETA;-36,791705;-6,413176
3120805;CRUZÍLIA;-44,811023;-21,838951
4106852;CRUZMALTINA;-51,444247;-23,993328
3513504;CUBATÃO;-46,420032;-23,883839
2505006;CUBATI;-36,34793;-6,862361
5103403;CUIABÁ;-56,073252;-15,569989
2505105;CUITÉ;-36,153208;-6,485555
2505238;CUITÉ DE MAMANGUAPE;-35,252825;-6,914157
2505204;CUITEGI;-35,525741;-6,895814
1100940;CUJUBIM;-62,587175;-9,378193
5206602;CUMARI;-48,156677;-18,261382
2604908;CUMARU;-35,694699;-8,015032
1502764;CUMARU DO NORTE;-50,771578;-7,811107
2801900;CUMBE;-37,187899;-10,357025
3513603;CUNHA;-44,958027;-23,07475
4204707;CUNHA PORÃ;-53,173846;-26,891727
4204756;CUNHATAÍ;-53,09329;-26,97314
3120839;CUPARAQUE;-41,103126;-18,966642
2605004;CUPIRA;-35,950257;-8,611283
2909901;CURAÇÁ;-39,908081;-8,989032
2203206;CURIMATÁ;-44,300722;-10,031292
1502772;CURIONÓPOLIS;-49,602214;-6,09682
4106902;CURITIBA;-49,271848;-25,432956
4204806;CURITIBANOS;-50,582601;-27,282983
4107009;CURIÚVA;-50,459406;-24,035826
2203230;CURRAIS;-44,403002;-9,012434
2403103;CURRAIS NOVOS;-36,516219;-6,264672
2505279;CURRAL DE CIMA;-35,267057;-6,71743
3120870;CURRAL DE DENTRO;-41,85598;-15,939327
2203271;CURRAL NOVO DO PIAUÍ;-40,901069;-7,830797
2505303;CURRAL VELHO;-38,200391;-7,538085
1502806;CURRALINHO;-49,791523;-1,809423
2203255;CURRALINHOS;-42,832211;-5,620453
1502855;CURUÁ;-55,119679;-1,889929
1502905;CURUÇÁ;-47,851265;-0,732496
2103703;CURURUPU;-44,867762;-1,825521
5103437;CURVELÂNDIA;-57,917115;-15,609306
3120904;CURVELO;-44,428399;-18,755481
2605103;CUSTÓDIA;-37,641097;-8,089002
1600212;CUTIAS;-50,801626;0,971078
5206701;DAMIANÓPOLIS;-46,173536;-14,557435
2505352;DAMIÃO;-35,909943;-6,631897
5206800;DAMOLÂNDIA;-49,361106;-16,254802
1706506;DARCINÓPOLIS;-47,752161;-6,712351
2910008;DÁRIO MEIRA;-39,902466;-14,435047
3121001;DATAS;-43,656715;-18,453303
4306304;DAVID CANABARRO;-51,852249;-28,384612
2103752;DAVINÓPOLIS;-47,404996;-5,534456
5206909;DAVINÓPOLIS;-47,559368;-18,158564
3121100;DELFIM MOREIRA;-45,272596;-22,502009
3121209;DELFINÓPOLIS;-46,85818;-20,345846
2702405;DELMIRO GOUVEIA;-37,999233;-9,384574
3121258;DELTA;-47,772971;-19,977473
2203305;DEMERVAL LOBÃO;-42,674229;-5,358465
5103452;DENISE;-57,053777;-14,733816
5003454;DEODÁPOLIS;-54,161183;-22,272949
2304269;DEPUTADO IRAPUAN PINHEIRO;-39,261542;-5,908962
4306320;DERRUBADAS;-53,865119;-27,265391
3513702;DESCALVADO;-47,620664;-21,909083
4204905;DESCANSO;-53,504629;-26,81787
3121308;DESCOBERTO;-42,972069;-21,460204
2505402;DESTERRO;-37,092169;-7,291448
3121407;DESTERRO DE ENTRE RIOS;-44,343666;-20,654631
3121506;DESTERRO DO MELO;-43,5196;-21,147179
4306353;DEZESSEIS DE NOVEMBRO;-55,048209;-28,226876
3513801;DIADEMA;-46,623381;-23,689295
2505600;DIAMANTE;-38,265044;-7,423583
4107108;DIAMANTE DO NORTE;-52,864111;-22,657206
4107124;DIAMANTE DO SUL;-52,688191;-25,035192
4107157;DIAMANTE D'OESTE;-54,103626;-24,942162
3121605;DIAMANTINA;-43,594457;-18,242093
5103502;DIAMANTINO;-56,433566;-14,401323
1707009;DIANÓPOLIS;-46,820409;-11,625232
2910057;DIAS D'ÁVILA;-38,297994;-12,604368
4306379;DILERMANDO DE AGUIAR;-54,21356;-29,701964
3121704;DIOGO DE VASCONCELOS;-43,196577;-20,487506
3121803;DIONÍSIO;-42,782368;-19,843997
4205001;DIONÍSIO CERQUEIRA;-53,631395;-26,266489
5207105;DIORAMA;-51,258893;-16,231709
3513850;DIRCE REIS;-50,606056;-20,464413
2203354;DIRCEU ARCOVERDE;-42,43957;-9,3352
2802007;DIVINA PASTORA;-37,149345;-10,677376
3121902;DIVINÉSIA;-43,011081;-20,99001
3122009;DIVINO;-42,147739;-20,612977
3122108;DIVINO DAS LARANJEIRAS;-41,483254;-18,773128
3201803;DIVINO DE SÃO LOURENÇO;-41,679976;-20,620471
3513900;DIVINOLÂNDIA;-46,73687;-21,661622
3122207;DIVINOLÂNDIA DE MINAS;-42,62182;-18,80526
3122306;DIVINÓPOLIS;-44,893886;-20,142074
5208301;DIVINÓPOLIS DE GOIÁS;-46,393889;-13,296813
1707108;DIVINÓPOLIS DO TOCANTINS;-49,205413;-9,795301
3122355;DIVISA ALEGRE;-41,340024;-15,72394
3122405;DIVISA NOVA;-46,202941;-21,517264
3122454;DIVISÓPOLIS;-41,002582;-15,724635
3514007;DOBRADA;-48,400243;-21,514804
3514106;DOIS CÓRREGOS;-48,382676;-22,367316
4306403;DOIS IRMÃOS;-51,087619;-29,584159
4306429;DOIS IRMÃOS DAS MISSÕES;-53,530865;-27,657537
5003488;DOIS IRMÃOS DO BURITI;-55,281914;-20,692312
1707207;DOIS IRMÃOS DO TOCANTINS;-49,067339;-9,261297
4306452;DOIS LAJEADOS;-51,835103;-28,975205
2702504;DOIS RIACHOS;-37,08985;-9,385671
4107207;DOIS VIZINHOS;-53,054836;-25,74601
3514205;DOLCINÓPOLIS;-50,515363;-20,122871
5103601;DOM AQUINO;-54,917481;-15,807455
2910107;DOM BASÍLIO;-41,770878;-13,763327
3122470;DOM BOSCO;-46,27145;-16,65075
3122504;DOM CAVATI;-42,110324;-19,379163
1502939;DOM ELISEU;-47,555915;-4,290778
2203404;DOM EXPEDITO LOPES;-41,652385;-6,957902
4306502;DOM FELICIANO;-52,103934;-30,708598
2203453;DOM INOCÊNCIO;-41,976851;-9,008075
3122603;DOM JOAQUIM;-43,261348;-18,96455
2910206;DOM MACEDO COSTA;-39,188094;-12,911489
4306601;DOM PEDRITO;-54,67413;-30,981267
2103802;DOM PEDRO;-44,44001;-5,038448
4306551;DOM PEDRO DE ALCÂNTARA;-49,84955;-29,370187
3122702;DOM SILVÉRIO;-42,970873;-20,162205
3122801;DOM VIÇOSO;-45,159169;-22,253674
3201902;DOMINGOS MARTINS;-40,659396;-20,364239
2203420;DOMINGOS MOURÃO;-41,271881;-4,253434
4205100;DONA EMMA;-49,716898;-26,986301
3122900;DONA EUSÉBIA;-42,806934;-21,323875
4306700;DONA FRANCISCA;-53,362333;-29,624852
2505709;DONA INÊS;-35,622541;-6,602123
3123007;DORES DE CAMPOS;-44,023047;-21,104088
3123106;DORES DE GUANHÃES;-42,926722;-19,054262
3123205;DORES DO INDAIÁ;-45,602656;-19,461629
3202009;DORES DO RIO PRETO;-41,849577;-20,692894
3123304;DORES DO TURVO;-43,195195;-20,981273
3123403;DORESÓPOLIS;-45,905197;-20,288451
2605152;DORMENTES;-40,770736;-8,448657
4107256;DOURADINA;-53,296449;-23,381907
5003504;DOURADINA;-54,607931;-22,04553
3514304;DOURADO;-48,316236;-22,113167
3123502;DOURADOQUARA;-47,611975;-18,433834
5003702;DOURADOS;-54,811289;-22,227236
4107306;DOUTOR CAMARGO;-52,222721;-23,555901
4306734;DOUTOR MAURÍCIO CARDOSO;-54,358268;-27,509213
4205159;DOUTOR PEDRINHO;-49,479293;-26,720461
4306759;DOUTOR RICARDO;-51,984904;-29,099031
2403202;DOUTOR SEVERIANO;-38,373683;-6,093687
4128633;DOUTOR ULYSSES;-49,419772;-24,567836
5207253;DOVERLÂNDIA;-52,31398;-16,721037
3514403;DRACENA;-51,53405;-21,486138
3514502;DUARTINA;-49,405045;-22,414881
3301603;DUAS BARRAS;-42,515098;-22,058906
2505808;DUAS ESTRADAS;-35,418177;-6,688133
1707306;DUERÉ;-49,265876;-11,341285
3514601;DUMONT;-47,970843;-21,233326
2103901;DUQUE BACELAR;-42,94418;-4,147819
3301702;DUQUE DE CAXIAS;-43,309888;-22,785253
3123528;DURANDÉ;-41,794262;-20,207239
3514700;ECHAPORÃ;-50,207006;-22,424997
3202108;ECOPORANGA;-40,830081;-18,375252
5207352;EDEALINA;-49,664695;-17,422892
5207402;EDÉIA;-49,934424;-17,33808
1301407;EIRUNEPÉ;-69,86629;-6,667353
3514809;ELDORADO;-48,103228;-24,525387
5003751;ELDORADO;-54,280028;-23,774054
4306767;ELDORADO DO SUL;-51,310419;-29,999293
1502954;ELDORADO DOS CARAJÁS;-49,373952;-6,103525
2203503;ELESBÃO VELOSO;-42,138144;-6,201719
3514908;ELIAS FAUSTO;-47,376774;-23,042537
2203602;ELISEU MARTINS;-43,664811;-8,096462
3514924;ELISIÁRIO;-49,110836;-21,164429
2910305;ELÍSIO MEDRADO;-39,520486;-12,943326
3123601;ELÓI MENDES;-45,566434;-21,609313
2505907;EMAS;-37,714586;-7,107992
3514957;EMBAÚBA;-48,83262;-20,982668
3515004;EMBU;-46,85086;-23,647313
3515103;EMBU-GUAÇU;-46,817109;-23,831829
3515129;EMILIANÓPOLIS;-51,480431;-21,831309
4306809;ENCANTADO;-51,873023;-29,239917
2403301;ENCANTO;-38,304879;-6,111134
2910404;ENCRUZILHADA;-40,909121;-15,53458
4306908;ENCRUZILHADA DO SUL;-52,522045;-30,543657
4107405;ENÉAS MARQUES;-53,166185;-25,940756
4107504;ENGENHEIRO BELTRÃO;-52,260035;-23,801144
3123700;ENGENHEIRO CALDAS;-42,049842;-19,198103
3515152;ENGENHEIRO COELHO;-47,21308;-22,49119
3123809;ENGENHEIRO NAVARRO;-43,949415;-17,287753
3301801;ENGENHEIRO PAULO DE FRONTIN;-43,679477;-22,543685
4306924;ENGENHO VELHO;-52,911921;-27,708587
3123858;ENTRE FOLHAS;-42,23236;-19,627783
2910503;ENTRE RIOS;-38,078777;-11,937261
4205175;ENTRE RIOS;-52,562534;-26,723621
3123908;ENTRE RIOS DE MINAS;-44,067082;-20,671357
4107538;ENTRE RIOS DO OESTE;-54,244894;-24,708142
4306957;ENTRE RIOS DO SUL;-52,735068;-27,528858
4306932;ENTRE-IJUÍS;-54,271432;-28,362794
1301506;ENVIRA;-70,030413;-7,439818
1200252;EPITACIOLÂNDIA;-68,744868;-11,02824
2403400;EQUADOR;-36,716412;-6,945843
4306973;EREBANGO;-52,299711;-27,849196
4307005;ERECHIM;-52,275877;-27,633406
2304277;ERERÊ;-38,347259;-6,031333
2900504;ÉRICO CARDOSO;-42,136164;-13,422348
4205191;ERMO;-49,643405;-28,985082
4307054;ERNESTINA;-52,572176;-28,497155
4307203;ERVAL GRANDE;-52,570112;-27,393337
4307302;ERVAL SECO;-53,509573;-27,549417
4205209;ERVAL VELHO;-51,443433;-27,273895
3124005;ERVÁLIA;-42,659367;-20,833507
2605202;ESCADA;-35,236157;-8,362522
4307401;ESMERALDA;-51,188794;-28,057276
3124104;ESMERALDAS;-44,314807;-19,759201
3124203;ESPERA FELIZ;-41,913935;-20,643708
2506004;ESPERANÇA;-35,858593;-7,020685
4307450;ESPERANÇA DO SUL;-53,992768;-27,359944
4107520;ESPERANÇA NOVA;-53,810495;-23,724655
1707405;ESPERANTINA;-48,544148;-5,366608
2203701;ESPERANTINA;-42,235365;-3,895605
2104008;ESPERANTINÓPOLIS;-44,886069;-4,870301
4107546;ESPIGÃO ALTO DO IGUAÇU;-52,838213;-25,42667
1100098;ESPIGÃO D'OESTE;-61,020173;-11,528555
3124302;ESPINOSA;-42,812982;-14,925272
2403509;ESPÍRITO SANTO;-35,317091;-6,335572
3124401;ESPÍRITO SANTO DO DOURADO;-45,954013;-22,047514
3515186;ESPÍRITO SANTO DO PINHAL;-46,745514;-22,197054
3515194;ESPÍRITO SANTO DO TURVO;-49,429825;-22,694973
2910602;ESPLANADA;-37,944981;-11,799409
4307500;ESPUMOSO;-52,841927;-28,731445
4307559;ESTAÇÃO;-52,270486;-27,909006
2802106;ESTÂNCIA;-37,440011;-11,267949
4307609;ESTÂNCIA VELHA;-51,174294;-29,650148
4307708;ESTEIO;-51,143837;-29,852186
3124500;ESTIVA;-46,016352;-22,463045
3557303;ESTIVA GERBI;-46,953603;-22,274589
2104057;ESTREITO;-47,447883;-6,568085
4307807;ESTRELA;-51,97026;-29,503472
3124609;ESTRELA DALVA;-42,458371;-21,742285
2702553;ESTRELA DE ALAGOAS;-36,758333;-9,387405
3124708;ESTRELA DO INDAIÁ;-45,792433;-19,520238
3515301;ESTRELA DO NORTE;-51,664176;-22,490599
5207501;ESTRELA DO NORTE;-49,073401;-13,867027
3124807;ESTRELA DO SUL;-47,688975;-18,741293
3515202;ESTRELA D'OESTE;-50,405467;-20,286082
4307815;ESTRELA VELHA;-53,160294;-29,179661
2910701;EUCLIDES DA CUNHA;-39,014249;-10,505818
3515350;EUCLIDES DA CUNHA PAULISTA;-52,590898;-22,554997
4307831;EUGÊNIO DE CASTRO;-54,148113;-28,52506
3124906;EUGENÓPOLIS;-42,192277;-21,097223
2910727;EUNÁPOLIS;-39,584172;-16,375167
2304285;EUSÉBIO;-38,445122;-3,886973
3125002;EWBANK DA CÂMARA;-43,507591;-21,541636
3125101;EXTREMA;-46,322162;-22,85819
2403608;EXTREMOZ;-35,314025;-5,70271
2605301;EXU;-39,722728;-7,516307
2506103;FAGUNDES;-35,784609;-7,363062
4307864;FAGUNDES VARELA;-51,691449;-28,882134
5207535;FAINA;-50,368704;-15,442869
3125200;FAMA;-45,832312;-21,405762
3125309;FARIA LEMOS;-42,013846;-20,801745
2304301;FARIAS BRITO;-39,570835;-6,92711
1503002;FARO;-56,745753;-2,172975
4107553;FAROL;-52,626215;-24,099095
4307906;FARROUPILHA;-51,34835;-29,223679
3515400;FARTURA;-49,512053;-23,388961
2203750;FARTURA DO PIAUÍ;-42,794401;-9,478606
1707553;FÁTIMA;-48,898983;-10,752509
2910750;FÁTIMA;-38,208675;-10,60017
5003801;FÁTIMA DO SUL;-54,516376;-22,375423
4107603;FAXINAL;-51,320106;-24,003927
4308003;FAXINAL DO SOTURNO;-53,439065;-29,57433
4205308;FAXINAL DOS GUEDES;-52,271415;-26,859787
4308052;FAXINALZINHO;-52,670591;-27,425416
5207600;FAZENDA NOVA;-50,787364;-16,177514
4107652;FAZENDA RIO GRANDE;-49,323293;-25,6414
4308078;FAZENDA VILANOVA;-51,821183;-29,588575
1200302;FEIJÓ;-70,353984;-8,160248
2910776;FEIRA DA MATA;-44,283464;-14,210565
2910800;FEIRA DE SANTANA;-38,960033;-12,229284
2702603;FEIRA GRANDE;-36,677686;-9,900437
2605400;FEIRA NOVA;-35,390598;-7,948728
2802205;FEIRA NOVA;-37,316118;-10,270533
2104073;FEIRA NOVA DO MARANHÃO;-46,687355;-6,963136
3125408;FELÍCIO DOS SANTOS;-43,245171;-18,077563
2403707;FELIPE GUERRA;-37,691385;-5,601962
3125606;FELISBURGO;-40,75857;-16,638333
3125705;FELIXLÂNDIA;-44,896587;-18,754357
4308102;FELIZ;-51,310102;-29,453971
2702702;FELIZ DESERTO;-36,307188;-10,292381
5103700;FELIZ NATAL;-54,933904;-12,383247
4107702;FÊNIX;-51,984464;-23,920695
4107736;FERNANDES PINHEIRO;-50,547414;-25,412242
3125804;FERNANDES TOURINHO;-42,080978;-19,151001
2605459;FERNANDO DE NORONHA;-32,435186;-3,852021
2104081;FERNANDO FALCÃO;-44,910707;-6,154978
2403756;FERNANDO PEDROZA;-36,532454;-5,696016
3515608;FERNANDO PRESTES;-48,692273;-21,267122
3515509;FERNANDÓPOLIS;-50,248748;-20,282383
3515657;FERNÃO;-49,519841;-22,359138
3515707;FERRAZ DE VASCONCELOS;-46,366553;-23,541545
1600238;FERREIRA GOMES;-51,187429;0,853977
2605509;FERREIROS;-35,24407;-7,445494
3125903;FERROS;-43,019714;-19,23642
3125952;FERVEDOURO;-42,278181;-20,732776
4107751;FIGUEIRA;-50,409201;-23,843411
5003900;FIGUEIRÃO;-53,642573;-18,675448
1707652;FIGUEIRÓPOLIS;-49,173847;-12,13678
5103809;FIGUEIRÓPOLIS D'OESTE;-58,737825;-15,446135
1707702;FILADÉLFIA;-47,484964;-7,337612
2910859;FILADÉLFIA;-40,137827;-10,738464
2910909;FIRMINO ALVES;-39,921442;-14,984935
5207808;FIRMINÓPOLIS;-50,303634;-16,576461
2702801;FLEXEIRAS;-35,724372;-9,273235
4107850;FLOR DA SERRA DO SUL;-53,308598;-26,255299
4205357;FLOR DO SERTÃO;-53,344891;-26,779432
3515806;FLORA RICA;-51,382301;-21,676734
4107801;FLORAÍ;-52,302984;-23,319846
